Week,Workout ID,Sport,Session Type,Total Duration,Total Distance,Warm Up,Recovery Rest,Cool Down,Intensity Type,Intensity Rule,Intensity Display,Workout Description (Original Structure),Intensity Guidance (%),Workout Description (Original Structure) (2),Intensity Guidance (%) (2),Warm Up Intensity Rule,Main Set Intensity Rule,Cool Down Intensity Rule
20,W20-BIKE-AER-05,Bike,Aerobic,,75km,10min,,FTP,FTP:0.65-0.75,65–75% FTP,75km undulating,65–75% FTP,,75km undulating,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
20,W20-BIKE-TEMP-06,Bike,Tempo,60min,,12min,,FTP,FTP:0.80-0.90,80–90% FTP,60mins steady,80–90% FTP,,60mins steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
20,W20-RUN-TEMP-07,Run,Tempo,50min,,12min,between sets,RUN_PACE,RUN:MIXED,Threshold control,3 x (5 hard / 8 steady),Threshold control,,50mins; 3 x (5min hard / 8min steady),Threshold control,RUN:AEROBIC,Threshold control,RUN:AEROBIC
20,W20-RUN-AER-08,Run,Aerobic,,10km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,10km + 3 hard hills,8:00–8:45/mi,,10km + 3 hard hill reps,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
20,W20-RUN-SPD-09,Run,Speed,45min,,12min,2min between reps,RUN_PACE,RUN:5K,5K pace,45mins; 4 x 3mins,5K pace,,45mins; 4 x 3mins,5K pace,RUN:AEROBIC,5K pace,RUN:AEROBIC
21,W21-SWIM-TT-01,Swim,Time Trial,,1900m,400m progressive,,CSS,CSS:TT,Update CSS,"1,900m incl. WU/CD",Hard controlled effort,,"1,900m; include warm-up & cool-down",Hard controlled; update CSS,CSS:+8-+12,Update CSS,CSS:+8-+12
21,W21-SWIM-AER-02,Swim,Aerobic,,2400m,300m,,CSS,CSS:MIXED,400 @ CSS; last 100 @ CSS-3,6 x 400m,Last 100 fast,,"6 x 400m, last 100 fast",400s @ CSS; final 100 @ CSS –3,CSS:+8-+12,400 @ CSS; last 100 @ CSS-3,CSS:+8-+12
21,W21-SWIM-END-03,Swim,Endurance,,2500m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,500m steady",CSS +5–10,,"2,500m steady",CSS +5–10 sec,CSS:+8-+12,CSS +5–10,CSS:+8-+12
21,W21-BIKE-CLMB-04,Bike,Climb Intervals,75min,,15min build,4min between reps,FTP,FTP:1.05-1.15,105–115% FTP,10 x 2min standing climb,105–115% FTP,,1:15hr; 10 x 2min standing climb; 4min easy,105–115% FTP (253–277w),FTP:0.60-0.70,105–115% FTP,FTP:0.60-0.70
21,W21-BIKE-TT-05,Bike,Time Trial,,50km,15min build,,FTP,FTP:0.80-0.85,80–85% FTP,50km outdoor TT,80–85% FTP,,50km outdoor; include warm-up & cool-down,80–85% FTP (193–205w),FTP:0.60-0.70,80–85% FTP,FTP:0.60-0.70
21,W21-BIKE-AER-06,Bike,Aerobic,90min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,90min steady,65–75% FTP,,90min steady,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
21,W21-RUN-TEMP-07,Run,Tempo,60min,,12min,2min between sets,RUN_PACE,RUN:MIXED,7:20–7:40 steady; 6:50–7:00 hard,4 x (7 steady; 3 hard; 2 easy),Mixed tempo,,1hr; 4 x (7min steady; 3min hard; 2min easy),7:20–7:40 steady; 6:50–7:00 hard,RUN:AEROBIC,7:20–7:40 steady; 6:50–7:00 hard,RUN:AEROBIC
21,W21-RUN-AER-08,Run,Aerobic,,18km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,18km steady,8:00–8:45/mi,,18km,8:00–8:45/mi consistent,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
21,W21-RUN-THR-09,Run,Threshold,55min,,12min,,RUN_PACE,RUN:THRESHOLD,~7:20/mi,55min steady,~7:20 pace,,55min steady,~7:20/mi,RUN:AEROBIC,~7:20/mi,RUN:AEROBIC
22,W22-SWIM-INT-01,Swim,Interval,,2500m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,15 x 150m,CSS –3 to –5,,"2,500m; 15 x 150m",CSS –3 to –5,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
22,W22-SWIM-AER-02,Swim,Aerobic Ladder,,2100m,300m,,CSS,CSS:0,CSS steady,600–500–400–300–200–100,All @ CSS,,"600, 500, 400, 300, 200, 100",All @ CSS steady,CSS:+8-+12,CSS steady,CSS:+8-+12
22,W22-SWIM-END-03,Swim,Endurance,,2800m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,800m steady",CSS +5–10,,"2,800m steady",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
22,W22-BIKE-THR-04,Bike,Threshold,80min,,15min build,5min between sets,FTP,FTP:0.90-1.00,90–100% FTP,4 x (10 hard; 5 easy),90–100% FTP,,1:20hr; 4 x (10min hard; 5min easy),90–100% FTP (217–241w),FTP:0.60-0.70,90–100% FTP,FTP:0.60-0.70
22,W22-BIKE-AER-05,Bike,Aerobic Long,,110km,15min,,FTP,FTP:0.65-0.75,65–75% FTP,110km undulating,65–75% FTP,,110km undulating,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
22,W22-BIKE-TEMP-06,Bike,Tempo,75min,,12min,,FTP,FTP:0.80-0.90,80–90% FTP,75min steady,80–90% FTP,,75min steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
22,W22-RUN-INT-07,Run,Interval,60min,,12min,2–3min between reps,RUN_PACE,RUN:5K,7:00–7:15 pace,8 x 5min,7:00–7:15 pace,,1hr; 8 x 5min,7:00–7:15 pace,RUN:AEROBIC,7:00–7:15 pace,RUN:AEROBIC
22,W22-RUN-RP-08,Run,Race Pace,,15km,5min,3min between sets,RUN_PACE,RUN:RACE70.3,7:35–7:45/mi,3 x 3km race pace,70.3 pace,,15km; 3 x 3km race pace,7:35–7:45 target 70.3 pace,RUN:AEROBIC,7:35–7:45/mi,RUN:AEROBIC
22,W22-RUN-AER-09,Run,Aerobic,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km steady,8:00–8:45/mi,,12km,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
23,W23-SWIM-INT-01,Swim,Interval,,2700m,400m + drills,30–45s between reps,CSS,MIXED,CSS –3 to hard controlled,Mixed efforts set,Controlled hard,,"2,700m mixed efforts",CSS –3 to hard controlled,CSS:+8-+12,CSS –3 to hard controlled,CSS:+8-+12
23,W23-SWIM-AER-02,Swim,Aerobic,,2400m,300m,,CSS,CSS:BUILD,CSS steady to faster,6 x 400 build,Progressive,,"6 x 400m, build each",CSS steady to slightly faster,CSS:+8-+12,CSS steady to faster,CSS:+8-+12
23,W23-SWIM-END-03,Swim,Endurance,,3000m,400m,,CSS,CSS:+5-+10,CSS +5–10,"3,000m steady",CSS +5–10,,"3,000m steady",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
23,W23-BIKE-CLMB-04,Bike,Climb Intervals,75min,,15min build,2min between reps,FTP,FTP:1.05-1.15,105–115% FTP,10 x 2min,105–115% FTP,,1:15hr; 10 x 2min,105–115% FTP,FTP:0.60-0.70,105–115% FTP,FTP:0.60-0.70
23,W23-BIKE-RP-05,Bike,Race Pace,,60km,15min build,,FTP,FTP:0.80-0.85,80–85% FTP,3 x 12km race effort,80–85% FTP,,60km; 3 x 12km race effort,80–85% FTP (193–205w),FTP:0.60-0.70,80–85% FTP,FTP:0.60-0.70
23,W23-BRICK-06,Brick,Race Simulation,,40km + 14km,15min build,Transition immediate,FTP/RUN,RACE70.3,80–85% FTP; 7:35–7:45,40km + 8km RP + 6km steady,Race simulation,,40km @ race pace + 8km run @ race pace + 6km run steady,Bike 80–85% FTP; Run 7:35–7:45/mi,80–85% FTP; 7:35–7:45,80–85% FTP; 7:35–7:45,80–85% FTP; 7:35–7:45
23,W23-RUN-TT-07,Run,Time Trial,,15km,10min,,RUN_PACE,RUN:TT,All-out controlled,15km TT,All-out controlled,,15km TT,All-out controlled effort,RUN:AEROBIC,All-out controlled,RUN:AEROBIC
23,W23-RUN-AER-08,Run,Aerobic,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km steady,8:00–8:45/mi,,12km,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
23,W23-RUN-REC-09,Run,Recovery,,8km,5min,,RUN_PACE,RUN:RECOVERY,8:30–9:00/mi,8km easy,8:30–9:00/mi,,8km easy,8:30–9:00/mi,RUN:AEROBIC,8:30–9:00/mi,RUN:AEROBIC
24,W24-SWIM-INT-01,Swim,Interval,,2500m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,15 x 150m,CSS –3 to –5,,"2,500m; 15 x 150m",CSS –3 to –5,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
24,W24-SWIM-RP-02,Swim,Race Pace,,2000m,300m,,CSS,CSS:RACE,CSS race effort,"2,000m steady",Race effort,,"2,000m steady",CSS race effort,CSS:+8-+12,CSS race effort,CSS:+8-+12
24,W24-SWIM-AER-03,Swim,Aerobic,,2200m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,200m steady",CSS +5–10,,"2,200m steady",CSS +5–10,CSS:+8-+12,CSS +5–10,CSS:+8-+12
24,W24-BIKE-THR-04,Bike,Threshold,80min,,15min build,5min between sets,FTP,FTP:0.90-1.00,90–100% FTP,4 x (10 hard; 5 easy),90–100% FTP,,1:20hr; 4 x (10min hard; 5min easy),90–100% FTP,FTP:0.60-0.70,90–100% FTP,FTP:0.60-0.70
24,W24-BIKE-AER-05,Bike,Aerobic,,80km,10min,,FTP,FTP:0.65-0.75,65–75% FTP,80km steady,65–75% FTP,,80km,65–75% FTP,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
24,W24-BIKE-TEMP-06,Bike,Tempo,75min,,12min,,FTP,FTP:0.80-0.90,80–90% FTP,75min steady,80–90% FTP,,75min steady,80–90% FTP,FTP:0.60-0.70,80–90% FTP,FTP:0.60-0.70
24,W24-RUN-TEMP-07,Run,Tempo,60min,,12min,2min between reps,RUN_PACE,RUN:7:00-7:15,7:00–7:15 pace,8 x 5min,7:00–7:15,,1hr; 8 x 5min hard,7:00–7:15 pace,RUN:AEROBIC,7:00–7:15 pace,RUN:AEROBIC
24,W24-RUN-AER-08,Run,Aerobic,,21km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,21km steady,8:00–8:45/mi,,21km,8:00–8:45/mi,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
24,W24-RUN-RP-09,Run,Race Pace,,10km,5min,,RUN_PACE,RUN:RACE70.3,7:35–7:45/mi,10km steady,70.3 pace,,10km steady,7:35–7:45 pace,RUN:AEROBIC,7:35–7:45/mi,RUN:AEROBIC
25,W25-SWIM-INT-01,Swim,Interval,,2200m,400m + drills,30–45s between reps,CSS,CSS:-3--5,CSS –3 to –5,8 x 100; 4 x 50,CSS –3 to –5,,,,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
25,W25-SWIM-AER-02,Swim,Aerobic,,1800m,300m,,CSS,CSS:+8-+12,CSS +8–12,"1,800m steady",CSS +8–12,,,,CSS:+8-+12,CSS +8–12,CSS:+8-+12
25,W25-SWIM-END-03,Swim,Endurance,,2200m,300m,,CSS,CSS:+5-+10,CSS +5–10,"2,200m steady",CSS +5–10,,,,CSS:+8-+12,CSS +5–10,CSS:+8-+12
25,W25-BIKE-RP-04,Bike,Race Pace,,75km,15min build,,FTP,FTP:0.80-0.85,80–85% FTP,75km steady w/ 2 x 15km race pace,Race effort,,,,FTP:0.60-0.70,80–85% FTP,FTP:0.60-0.70
25,W25-BIKE-THR-05,Bike,Threshold,70min,,15min build,4min between reps,FTP,FTP:0.90-1.00,90–100% FTP,3 x 8min,Controlled,,,,FTP:0.60-0.70,90–100% FTP,FTP:0.60-0.70
25,W25-BIKE-AER-06,Bike,Aerobic,75min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,75min steady,Endurance,,,,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
25,W25-RUN-RP-07,Run,Race Pace,,14km,10min,3min between sets,RUN_PACE,RUN:RACE70.3,7:35–7:45/mi,2 x 3km race pace,70.3 pace,,,,RUN:AEROBIC,7:35–7:45/mi,RUN:AEROBIC
25,W25-RUN-AER-08,Run,Aerobic,,12km,5min,,RUN_PACE,RUN:AEROBIC,8:00–8:45/mi,12km steady,Aerobic,,,,RUN:AEROBIC,8:00–8:45/mi,RUN:AEROBIC
25,W25-BRICK-09,Brick,Short Brick,,40km + 6km,15min build,Immediate transition,FTP/RUN,RACE70.3,80–85% FTP; 7:35–7:45,Short race simulation,Controlled,,,,80–85% FTP; 7:35–7:45,80–85% FTP; 7:35–7:45,80–85% FTP; 7:35–7:45
26,W26-SWIM-INT-01,Swim,Interval,,2000m,400m + drills,30s between reps,CSS,CSS:-3--5,CSS –3 to –5,6 x 100; 6 x 50,Sharp,,,,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
26,W26-SWIM-AER-02,Swim,Aerobic,,1600m,300m,,CSS,CSS:+8-+12,CSS +8–12,"1,600m steady",Aerobic,,,,CSS:+8-+12,CSS +8–12,CSS:+8-+12
26,W26-SWIM-RP-03,Swim,Race Pace,,1800m,300m,,CSS,CSS:RACE,Race effort,"1,800m steady",Race feel,,,,CSS:+8-+12,Race effort,CSS:+8-+12
26,W26-BIKE-RP-04,Bike,Race Pace,,60km,15min build,,FTP,FTP:0.80-0.85,80–85% FTP,60km steady,Race effort,,,,FTP:0.60-0.70,80–85% FTP,FTP:0.60-0.70
26,W26-BIKE-INT-05,Bike,Interval,60min,,15min build,3min,FTP,FTP:1.05-1.10,105–110% FTP,5 x 3min,Sharp,,,,FTP:0.60-0.70,105–110% FTP,FTP:0.60-0.70
26,W26-BIKE-AER-06,Bike,Aerobic,60min,,10min,,FTP,FTP:0.65-0.75,65–75% FTP,60min steady,Recovery,,,,FTP:0.60-0.70,65–75% FTP,FTP:0.60-0.70
26,W26-RUN-RP-07,Run,Race Pace,,12km,10min,2min,RUN_PACE,RUN:RACE70.3,7:35–7:45/mi,2 x 2km race pace,Controlled,,,,RUN:AEROBIC,7:35–7:45/mi,RUN:AEROBIC
26,W26-RUN-INT-08,Run,Interval,45min,,12min,2min,RUN_PACE,RUN:5K,7:00–7:15,4 x 3min,Sharp,,,,RUN:AEROBIC,7:00–7:15,RUN:AEROBIC
26,W26-SWIM-INT-01,Swim,Interval,,1800m,400m,30s,CSS,CSS:-3--5,CSS –3 to –5,6 x 100,Sharp,,,,CSS:+8-+12,CSS –3 to –5,CSS:+8-+12
27,W27-SWIM-RP-02,Swim,Race Pace,,1600m,300m,,CSS,CSS:RACE,Race effort,"1,600m steady",Race feel,,,,CSS:+8-+12,Race effort,CSS:+8-+12
27,W27-BIKE-RP-03,Bike,Race Pace,,50km,15min build,,FTP,FTP:0.80-0.85,80–85% FTP,50km steady,Race effort,,,,FTP:0.60-0.70,80–85% FTP,FTP:0.60-0.70
27,W27-BIKE-INT-04,Bike,Interval,50min,,15min build,3min,FTP,FTP:1.05-1.10,105–110% FTP,4 x 2min,Sharp,,,,FTP:0.60-0.70,105–110% FTP,FTP:0.60-0.70
27,W27-RUN-RP-05,Run,Race Pace,,10km,10min,2min,RUN_PACE,RUN:RACE70.3,7:35–7:45,2 x 2km,Race rhythm,,,,RUN:AEROBIC,7:35–7:45,RUN:AEROBIC
27,W27-RUN-AER-06,Run,Aerobic,,8km,5min,,RUN_PACE,RUN:AEROBIC,8:15–8:45,8km easy,Light,,,,RUN:AEROBIC,8:15–8:45,RUN:AEROBIC
27,W27-BRICK-07,Brick,Short Brick,,30km + 5km,15min build,Immediate,FTP/RUN,RACE70.3,Race pace,Short sharp,Confidence,,,,Race pace,Race pace,Race pace
27,W27-RACE-SWIM-01,Swim,Openers,,1200m,300m,,CSS,CSS:SHARP,Short race bursts,4 x 50 build,Loose,,,,CSS:+8-+12,Short race bursts,CSS:+8-+12
27,W27-RACE-BIKE-02,Bike,Openers,45min,,10min,,FTP,FTP:0.85-1.00,Short efforts,3 x 2min,Race activation,,,,FTP:0.60-0.70,Short efforts,FTP:0.60-0.70
27,W27-RACE-RUN-03,Run,Openers,30min,,8min,,RUN_PACE,RUN:RACE70.3,Short strides,4 x 30s,Race rhythm,,,,RUN:AEROBIC,Short strides,RUN:AEROBIC
28,W28-RACE-SWIM-04,Swim,Easy,,1000m,200m,,CSS,CSS:+8,Very relaxed,Short steady,Feel,,,,CSS:+8-+12,Very relaxed,CSS:+8-+12
28,W28-RACE-BIKE-05,Bike,Easy Spin,30min,,10min,,FTP,FTP:0.60-0.70,Light spin,30min,Loose,,,,FTP:0.60-0.70,Light spin,FTP:0.60-0.70
28,W28-RACE-RUN-06,Run,Shakeout,20min,,5min,,RUN_PACE,RUN:RELAXED,Comfortable,20min,Loose,,,,RUN:AEROBIC,Comfortable,RUN:AEROBIC
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
